seq36|0|training,52,159,140,64,9,20,17,5,20,54,55,30,21,58,43,18,2,26,25,11,2,1,3,2,1,8,7,4,1,7,4,5,0,4,1,0,2,10,6,2,5,22,19,8,8,24,19,4,1,12,12,5,5,7,8,1,9,16,22,11,5,21,12,5,1,5,9,3,0,2,0,0,5,8,6,7,7,6,8,4,0,5,3,3
seq38|0|training,100,78,75,68,57,11,16,15,16,28,16,18,16,22,25,12,11,16,18,23,43,5,2,6,4,2,2,3,3,5,5,3,5,2,2,6,3,2,7,4,5,7,9,7,1,6,7,2,0,5,7,6,8,2,4,2,3,11,2,6,6,7,8,4,1,4,4,3,3,2,3,3,4,8,3,1,6,4,5,3,5,5,5,8
seq39|0|training,27,148,172,37,1,8,15,3,12,46,69,20,12,89,61,10,2,5,26,4,0,0,1,0,0,2,5,0,0,10,4,1,0,1,2,0,0,4,7,1,3,15,20,8,5,36,23,5,2,2,13,3,1,3,6,2,9,26,43,11,5,35,20,1,0,1,9,0,0,1,1,0,0,3,1,1,2,8,13,3,0,1,2,1
seq42|0|training,44,152,159,60,7,23,13,1,11,36,62,42,19,79,51,10,7,14,32,7,2,2,3,0,0,5,12,6,0,7,5,1,0,0,1,0,4,5,1,1,2,5,15,13,12,30,15,5,7,8,22,5,1,9,9,0,6,25,30,18,7,27,15,2,0,1,8,1,0,7,0,0,3,1,5,5,0,15,16,1,0,5,1,1
seq47|0|training,64,152,142,57,7,31,23,3,22,42,50,37,25,65,36,16,10,14,32,1,0,2,4,1,5,9,10,6,4,11,6,2,1,1,1,0,4,7,9,2,3,8,14,17,11,25,10,4,7,7,22,1,3,12,10,0,13,19,23,10,8,15,7,6,2,5,9,0,0,10,0,0,1,6,3,4,2,13,13,4,0,1,0,0
seq50|0|training,93,125,99,98,32,26,25,10,27,46,20,32,23,25,30,21,11,28,23,35,11,9,9,3,8,6,4,8,6,5,9,5,0,4,4,2,5,7,10,5,12,17,10,7,3,7,6,4,1,7,11,12,10,7,6,0,2,11,5,7,7,5,9,9,3,6,5,7,6,3,0,2,5,12,1,10,7,7,6,3,7,11,3,14
seq51|0|training,37,86,99,30,4,11,19,3,14,25,33,13,16,41,36,6,3,9,10,8,0,1,2,1,1,4,3,2,4,8,6,1,0,2,1,0,2,4,7,1,6,9,7,3,5,9,19,0,2,3,6,2,1,4,10,1,7,7,20,7,3,21,8,4,1,0,2,3,1,2,0,0,0,5,3,1,4,3,2,1,0,4,1,3
seq54|0|training,64,136,121,94,13,16,20,15,25,50,34,27,15,39,42,25,11,31,25,26,2,3,4,4,4,6,4,2,7,4,7,2,1,4,4,6,3,8,10,4,6,20,15,9,1,11,13,9,2,10,9,6,5,3,5,2,10,15,7,7,4,17,15,6,5,6,9,5,3,2,1,5,5,9,8,9,3,7,7,8,3,10,3,9
seq55|0|training,45,81,104,42,7,11,23,4,15,23,32,11,20,35,28,20,2,12,21,7,1,1,5,0,1,4,4,2,2,9,7,4,0,0,2,2,3,1,8,3,6,3,11,3,4,11,10,7,1,3,5,2,2,8,9,1,5,11,13,6,8,11,2,7,1,6,12,1,1,1,0,0,3,5,4,0,6,4,9,2,0,3,2,2
seq59|0|training,90,119,136,70,16,23,43,8,36,40,21,22,33,37,39,27,5,19,33,12,2,2,11,1,6,11,3,3,7,13,18,5,0,2,5,0,4,10,19,3,13,10,8,9,4,4,8,5,4,5,10,3,9,8,13,3,11,11,7,8,14,12,4,9,1,8,14,4,1,3,0,1,6,8,3,2,8,8,9,8,0,4,3,5
seq61|0|training,89,128,125,73,16,23,38,12,33,43,19,33,34,39,34,17,6,22,34,11,4,0,11,1,2,9,7,5,7,14,9,7,0,4,8,0,4,10,16,3,16,11,6,10,6,7,4,2,6,8,13,6,8,9,11,6,10,12,5,12,14,9,6,5,0,3,11,3,0,4,0,2,5,10,1,6,7,9,15,3,0,7,2,2
seq62|0|training,81,132,138,64,10,20,41,9,35,39,30,28,32,53,29,24,4,19,38,3,0,2,8,0,6,9,1,4,9,19,9,4,1,5,3,0,4,7,17,6,11,8,13,7,10,7,7,6,3,8,16,1,6,9,15,2,13,15,11,14,7,12,4,6,0,4,18,2,0,2,1,1,4,7,5,3,6,15,9,8,0,2,1,0
seq67|0|training,64,149,119,83,8,20,28,7,30,59,21,39,19,41,40,19,7,28,30,18,2,2,4,0,2,7,5,6,4,11,10,3,2,4,1,0,2,8,13,6,17,20,5,17,3,5,7,6,1,14,15,9,3,8,8,0,7,20,8,6,7,16,11,6,3,7,7,2,1,2,3,1,4,11,3,10,5,9,12,4,1,3,7,7
seq68|0|training,78,93,66,52,50,10,12,5,14,42,7,30,11,27,20,8,3,13,27,9,41,2,3,3,2,4,0,4,2,2,6,2,1,0,2,2,2,6,6,0,5,24,2,11,0,4,3,0,2,8,14,6,5,2,3,1,3,12,3,9,2,10,5,3,0,4,4,0,2,0,0,1,3,2,2,6,7,11,6,3,0,1,7,1
seq69|0|training,83,137,123,72,10,31,22,19,34,42,29,32,31,40,41,11,8,24,30,10,0,2,5,3,5,8,8,10,10,4,6,2,0,9,8,2,4,10,8,11,12,11,8,11,7,10,10,2,6,5,13,8,5,14,7,5,8,15,11,6,9,15,14,3,1,4,6,0,1,5,2,0,9,8,2,5,5,10,11,4,1,6,3,0
seq73|0|training,93,127,116,79,19,31,30,12,33,39,24,31,35,34,28,19,5,23,34,17,1,6,11,1,5,13,7,6,11,7,8,4,1,7,4,0,8,9,8,8,15,6,8,10,6,10,3,5,3,5,17,6,9,11,11,3,8,9,6,11,10,6,8,4,1,3,9,6,0,5,0,0,5,11,3,4,8,11,9,6,0,8,4,5
seq75|0|training,80,143,125,67,13,25,35,7,37,45,21,40,27,48,33,16,3,25,35,4,1,1,11,0,5,11,6,3,7,14,13,1,0,3,3,1,8,12,12,5,11,12,6,16,1,9,6,5,2,12,23,3,4,10,11,2,16,10,7,15,9,13,6,4,1,7,8,0,0,2,1,0,5,12,2,6,10,12,8,5,0,3,1,0
seq78|0|training,71,146,117,81,10,25,32,3,33,59,7,47,23,35,39,20,4,27,39,11,2,4,4,0,6,11,2,6,7,8,16,1,0,2,0,1,3,8,19,2,14,19,5,21,1,3,2,1,2,13,26,6,5,11,7,0,9,15,0,11,9,12,9,9,0,8,10,2,0,1,2,1,4,14,0,9,6,12,12,9,2,4,3,2
seq79|0|training,33,96,116,19,4,14,15,0,10,37,38,11,16,34,58,8,3,11,4,0,0,3,1,0,1,6,6,1,1,4,9,1,0,0,0,0,3,5,2,0,4,14,13,6,4,7,24,3,3,6,1,0,1,5,10,0,4,12,14,4,10,22,22,4,0,5,3,0,0,1,2,0,1,5,5,0,1,1,2,0,0,0,0,0
seq83|0|training,62,161,125,67,6,28,21,7,33,53,35,39,18,58,35,14,5,22,33,7,0,3,3,0,4,13,7,3,1,12,7,1,0,3,2,2,4,14,9,6,11,12,14,16,4,20,6,5,4,9,24,2,2,6,9,1,12,22,12,12,10,12,6,7,1,5,6,2,0,5,0,0,6,6,2,8,2,14,16,1,0,5,1,1
seq88|0|training,57,156,132,70,6,21,25,5,23,56,37,40,21,55,38,18,7,24,31,7,0,4,2,0,4,7,8,2,5,9,10,1,0,3,2,0,2,9,10,2,8,17,14,17,5,17,5,10,6,9,20,5,4,3,11,3,9,22,12,12,7,16,11,4,1,7,9,1,0,5,2,0,2,10,3,9,4,13,11,3,0,5,0,1
seq90|0|training,65,156,125,69,9,15,36,4,38,68,16,34,17,43,44,21,1,29,29,10,1,2,5,0,6,4,2,3,4,14,13,5,0,2,2,0,3,6,26,3,13,25,12,18,2,5,4,5,0,17,12,5,5,7,4,1,12,24,2,5,8,14,17,5,1,7,11,2,0,0,1,0,7,14,0,8,3,10,10,6,0,3,4,3
seq92|0|training,64,111,86,47,9,21,25,8,34,49,9,19,17,25,31,13,4,16,21,6,2,3,1,3,8,7,5,1,6,8,7,4,1,3,4,0,4,10,17,2,17,22,2,8,1,1,4,3,2,6,6,5,1,7,7,2,6,13,1,5,8,9,11,3,0,2,10,1,2,1,0,1,3,7,1,5,2,7,9,3,1,4,1,0
seq93|0|training,40,80,97,34,8,13,13,5,17,19,28,16,14,32,41,10,1,16,14,3,2,1,4,1,6,3,2,2,2,5,5,1,0,3,2,0,2,6,6,2,1,4,8,6,5,5,16,2,0,7,8,1,4,5,3,2,6,7,12,7,5,16,15,5,1,5,3,1,0,1,0,0,4,5,6,1,2,6,4,2,0,1,1,1
seq96|0|training,79,129,125,82,14,24,26,15,32,39,29,28,26,36,38,25,7,30,31,14,3,1,8,2,7,9,5,3,10,8,7,1,3,6,6,0,7,8,9,8,9,4,12,13,7,8,8,6,1,10,12,5,4,11,8,3,7,13,6,10,4,12,14,8,2,7,11,5,0,4,1,2,9,13,6,2,4,8,9,10,1,7,2,4
seq98|0|training,112,94,97,112,37,19,29,26,26,25,16,27,32,21,20,24,17,28,32,35,12,5,12,7,5,7,4,3,13,7,5,4,3,10,6,7,6,5,7,8,8,5,2,10,3,3,4,6,2,6,10,9,12,5,9,6,6,6,4,5,10,1,2,7,2,4,8,10,7,4,1,5,7,6,6,9,6,10,9,7,10,8,8,9
seq99|0|training,86,99,136,94,10,28,31,17,28,33,8,30,34,20,61,20,14,17,36,27,1,4,2,3,8,6,3,11,6,4,14,6,5,4,5,3,1,9,11,7,7,14,3,9,1,1,3,3,3,8,14,5,6,11,11,6,7,6,1,6,18,9,26,8,2,2,9,7,2,4,7,1,5,7,1,4,9,6,18,3,4,3,8,12
seq100|0|training,93,119,127,76,20,26,33,14,34,29,25,31,34,43,36,13,5,21,33,17,3,6,8,3,8,4,6,8,6,16,8,3,2,3,6,3,8,7,12,7,11,1,5,12,3,9,12,1,1,6,18,6,7,10,13,4,10,19,6,8,13,11,7,4,1,4,5,3,2,3,0,0,5,5,8,3,12,7,9,5,1,8,4,4
seq101|0|training,63,137,134,81,5,18,25,15,25,58,18,36,25,38,52,19,8,23,38,11,0,0,5,0,3,7,4,4,6,3,14,2,2,1,10,2,3,9,8,5,9,23,5,21,4,3,9,2,3,10,18,4,2,7,9,7,10,16,6,6,12,20,16,4,2,9,6,2,0,2,3,3,3,12,3,5,3,12,13,10,1,3,4,3
seq103|0|training,79,115,145,76,24,14,35,5,27,46,9,33,20,37,64,24,7,18,37,14,16,2,4,1,5,4,1,4,6,8,18,3,1,1,2,1,2,7,16,2,12,17,4,13,1,1,6,1,3,7,18,5,4,3,12,1,7,18,2,10,7,21,27,9,2,6,13,3,2,1,3,1,3,7,2,6,6,7,13,11,1,4,4,5
seq104|0|training,105,111,156,43,18,12,61,13,34,31,30,16,49,57,39,11,4,10,26,3,0,2,12,4,3,5,2,2,14,23,18,6,0,5,7,1,9,3,18,3,9,6,13,3,9,8,10,3,1,3,11,1,9,5,31,4,18,15,15,9,17,16,5,1,2,1,8,0,0,2,0,2,4,4,0,2,9,10,6,1,1,1,0,1
seq105|0|training,81,127,137,70,14,24,32,11,34,35,32,25,30,43,42,22,3,25,30,12,1,3,9,1,7,7,8,2,8,9,10,5,1,8,1,1,5,8,13,8,10,7,11,6,5,12,10,5,2,5,12,6,8,12,8,2,8,12,8,15,11,14,11,6,0,10,9,3,0,1,2,0,9,9,5,2,6,7,11,6,0,2,8,2
seq110|0|training,36,164,143,72,2,8,20,6,16,65,49,33,16,65,42,20,2,26,31,13,0,0,2,0,0,4,1,3,2,9,7,2,0,2,3,1,0,6,7,3,8,26,19,12,4,22,16,7,2,12,16,3,2,2,10,2,4,23,26,11,6,20,11,5,0,7,8,5,0,0,1,1,4,12,3,7,4,14,8,5,0,5,4,4
seq113|0|training,78,115,118,104,15,24,27,12,28,28,24,35,27,31,29,30,8,32,38,26,3,4,8,0,4,9,8,3,10,8,6,3,0,5,6,1,5,11,8,4,8,6,5,9,7,5,9,3,3,10,13,9,7,5,10,5,6,5,6,14,3,8,7,11,3,8,11,8,0,4,1,3,10,8,5,9,7,10,7,13,2,8,8,8
seq114|0|training,76,109,115,115,22,20,15,19,31,29,17,32,18,27,38,31,5,32,45,33,11,5,3,3,4,6,5,5,4,6,3,2,0,7,11,1,8,10,7,6,9,9,3,8,1,3,11,2,1,8,17,6,3,3,5,7,5,5,4,13,3,9,13,12,2,8,9,12,0,2,0,3,12,9,5,6,10,9,11,15,2,9,8,14
seq116|0|training,78,128,118,91,18,25,23,12,36,33,27,32,18,36,39,24,6,34,29,22,9,3,2,4,8,6,7,4,4,10,4,5,1,5,6,0,7,9,14,6,10,10,7,6,0,6,14,6,2,9,15,6,2,7,7,2,5,8,8,15,10,10,12,7,1,9,7,7,0,6,0,0,13,9,5,7,4,10,9,6,1,11,1,9
seq119|0|training,85,132,123,75,18,23,33,11,43,41,17,31,21,46,38,17,3,22,35,15,5,6,5,2,11,6,2,4,7,15,8,2,0,5,4,2,6,8,22,7,15,11,5,10,1,4,6,6,2,7,18,4,5,8,6,2,14,15,3,14,8,14,11,5,1,5,6,5,2,1,0,0,3,9,7,3,5,13,13,4,0,4,7,4
seq120|0|training,75,133,115,92,12,24,31,8,29,52,11,41,24,28,43,19,9,29,30,24,1,4,7,0,4,10,4,6,6,5,18,2,0,4,3,1,5,11,10,3,9,21,3,19,0,3,3,5,5,13,16,7,4,6,13,1,11,8,1,8,10,13,15,5,2,3,7,7,1,3,1,4,5,13,3,8,8,7,7,7,2,9,4,9
seq121|0|training,95,117,86,117,26,24,24,21,30,33,7,46,21,28,20,17,17,32,35,33,8,6,5,7,6,9,1,8,5,7,5,7,5,4,7,5,6,8,10,6,9,7,1,16,3,1,1,2,6,17,14,9,6,4,6,5,5,8,1,13,3,13,3,1,3,6,6,2,5,6,3,3,10,9,4,9,10,7,11,7,3,5,8,17
seq124|0|training,87,112,110,106,28,14,29,16,28,40,8,35,23,30,33,24,8,28,40,30,11,6,6,5,6,3,2,3,6,10,11,2,2,3,3,8,7,6,10,5,8,12,3,17,0,3,2,3,1,14,16,4,6,2,10,5,10,12,2,6,11,8,6,8,3,4,11,6,4,0,3,1,4,13,1,9,6,9,14,11,2,7,10,11
seq127|0|training,90,130,108,87,21,23,30,16,37,44,17,31,28,32,28,20,4,31,32,20,6,3,7,5,4,12,3,4,7,6,8,9,2,4,7,3,7,8,13,9,17,9,8,10,2,6,6,3,0,10,16,5,7,10,9,2,6,16,2,8,11,10,6,1,0,9,6,5,1,2,1,0,10,7,4,9,8,10,7,7,2,8,3,7
seq129|0|training,104,101,132,78,24,18,39,23,37,29,15,20,36,32,46,18,7,22,31,17,6,2,13,3,6,5,3,4,15,9,11,4,1,8,10,4,5,9,12,11,11,7,4,7,4,5,2,4,2,3,8,6,13,5,11,7,11,11,5,5,9,10,22,5,3,4,8,3,0,2,3,2,9,6,3,4,8,8,11,4,1,7,5,4
seq131|0|training,81,139,118,77,9,27,21,24,36,52,27,24,31,29,34,23,5,30,36,6,0,2,5,2,6,10,8,3,7,7,6,1,0,12,11,1,4,11,8,13,12,18,9,13,4,6,12,5,4,8,10,2,5,10,8,8,8,10,6,5,9,9,8,8,1,9,12,1,0,4,0,1,9,14,4,3,11,7,8,9,0,1,3,2
seq133|0|training,82,112,102,119,28,12,24,17,23,37,14,38,23,33,23,23,8,30,40,41,13,2,4,9,1,6,1,4,6,10,4,4,3,2,7,5,4,4,10,4,8,9,4,16,1,6,5,2,2,5,19,12,6,6,8,3,7,11,7,8,6,6,6,5,1,11,7,4,5,0,2,1,7,11,2,10,10,10,8,12,2,12,7,20
seq134|0|training,86,110,106,113,19,21,29,16,30,31,12,37,23,29,33,21,14,29,32,38,5,2,10,2,7,4,2,8,5,7,11,6,3,3,5,5,4,8,9,8,10,11,1,9,1,4,3,4,1,9,17,10,7,6,7,3,7,8,6,8,10,8,11,4,5,6,3,7,3,5,3,3,6,8,3,12,7,10,8,7,5,11,6,16
seq135|0|training,70,115,114,116,9,22,21,17,26,34,20,35,25,28,31,30,10,31,41,34,0,4,2,3,7,5,5,5,3,5,6,7,0,4,6,7,4,10,7,5,6,9,8,11,3,4,7,6,3,10,19,3,2,5,10,7,7,9,4,8,9,5,10,7,2,9,12,7,3,3,2,2,6,11,3,11,9,14,8,10,5,8,4,17
seq138|0|training,100,121,110,84,22,32,22,23,41,28,18,34,28,31,34,17,9,29,36,10,6,9,4,3,14,6,5,7,7,3,9,3,2,8,9,4,8,11,12,9,11,4,1,12,4,7,2,5,3,12,16,3,6,8,6,8,10,9,6,6,11,7,11,5,1,5,10,1,2,4,0,3,5,9,6,9,6,14,12,4,3,4,1,2
seq139|0|training,81,127,104,103,14,32,17,18,37,27,18,44,27,35,26,16,3,33,43,24,3,5,3,3,7,9,6,10,6,6,4,1,0,4,12,2,10,9,8,10,10,1,5,10,6,3,5,4,0,13,18,13,1,15,6,5,9,10,5,11,6,10,7,3,1,7,6,2,0,3,0,0,11,7,2,13,9,16,10,8,2,9,7,6
seq143|0|training,112,85,86,132,38,16,26,31,28,24,4,29,26,15,19,26,20,30,37,45,12,4,7,14,4,6,1,5,10,5,3,8,5,9,11,6,9,6,7,6,8,6,0,10,0,1,2,1,5,9,7,8,10,3,7,6,3,5,2,5,6,1,8,4,3,5,6,12,7,3,5,5,13,7,1,9,10,8,6,13,7,7,12,19
seq144|0|training,89,115,100,111,20,19,31,18,31,41,7,36,25,24,30,21,13,31,31,36,7,6,4,3,8,6,1,4,9,8,10,4,4,4,2,8,8,7,9,7,6,18,4,13,1,3,1,2,2,9,15,10,4,3,14,4,10,7,2,5,10,6,9,5,4,2,9,6,1,3,4,4,7,10,0,14,5,6,10,10,3,16,5,12
seq145|0|training,74,134,132,75,10,22,35,7,33,43,21,36,24,46,42,20,7,22,34,12,1,4,5,0,4,12,4,2,7,11,11,6,0,3,2,2,3,11,15,4,8,12,8,15,1,8,10,2,4,8,21,3,5,2,14,3,14,13,8,10,13,13,11,5,1,6,9,4,1,5,1,0,7,6,1,8,3,14,10,7,2,5,2,3
seq146|0|training,102,99,107,107,27,24,35,16,28,32,9,30,29,22,35,21,18,20,28,40,4,11,8,4,7,7,3,7,13,5,9,8,3,1,3,9,4,7,13,4,9,13,0,10,0,3,4,2,3,6,11,10,13,4,8,4,3,7,4,8,10,8,12,5,4,4,6,7,6,2,6,4,9,5,1,5,6,6,10,6,8,9,8,14
seq147|0|training,87,123,138,67,16,26,35,10,40,36,19,28,27,41,54,16,4,20,30,12,4,4,4,4,9,7,7,3,11,9,11,4,1,3,5,1,5,14,17,4,12,12,3,9,4,5,7,3,0,8,14,5,6,7,13,1,14,10,7,10,5,18,24,7,1,5,7,3,1,1,1,1,5,7,2,6,7,9,12,2,2,4,3,3
seq148|0|training,50,175,132,58,10,16,21,2,23,61,46,45,16,78,34,4,1,20,30,7,0,8,1,1,3,7,2,4,4,13,3,1,0,1,0,1,8,3,10,1,3,16,20,22,8,25,12,1,1,14,26,4,2,5,9,0,10,34,16,18,1,22,10,1,0,1,3,0,0,0,1,0,7,4,8,1,3,18,8,1,0,4,1,2
seq151|0|training,109,112,119,75,34,23,40,12,31,38,17,26,37,34,29,18,6,17,33,19,8,4,18,4,5,9,5,4,15,11,10,3,2,1,5,4,10,10,11,0,12,12,5,9,4,3,7,3,0,7,11,8,13,6,10,8,9,11,5,9,12,9,5,3,2,4,10,2,3,3,0,0,5,6,2,4,6,11,7,9,2,5,7,5
seq152|0|training,80,105,122,108,21,17,28,14,21,35,21,28,30,27,34,31,8,26,38,35,7,2,8,4,3,3,4,7,6,4,10,8,2,6,4,2,4,7,10,0,9,11,8,7,4,6,5,6,1,8,16,3,9,5,8,8,5,12,5,5,12,8,4,10,2,8,12,8,1,3,2,2,4,9,4,9,7,9,15,7,3,4,6,22
seq154|0|training,81,99,102,133,14,16,26,25,26,30,11,32,23,23,22,34,17,30,43,42,4,1,8,1,4,6,3,3,4,9,4,9,0,5,8,11,6,6,10,4,10,8,1,11,2,1,2,6,4,12,14,2,0,4,4,15,3,9,3,8,6,4,7,5,6,6,14,8,4,5,3,5,9,7,4,10,11,9,9,14,7,7,7,21
seq156|0|training,84,128,134,69,13,24,34,13,34,40,25,29,31,47,40,16,6,17,35,10,1,6,4,2,5,7,8,4,9,12,8,5,1,3,9,0,2,9,17,6,12,11,5,12,4,6,12,3,1,4,17,6,7,8,12,4,16,13,10,8,11,17,7,5,2,6,8,0,3,1,1,1,1,9,2,5,7,12,13,3,2,3,1,4
seq159|0|training,105,107,125,78,26,22,34,23,32,32,18,25,37,27,44,16,10,26,29,13,4,5,15,2,6,10,3,3,9,10,9,5,4,7,9,3,7,5,9,11,9,7,5,11,5,2,9,2,2,5,12,6,12,8,8,9,8,9,6,4,17,11,10,6,2,7,5,2,3,4,2,1,9,6,4,7,6,4,16,3,2,6,3,2
seq161|0|training,97,122,104,92,28,20,29,20,32,42,17,31,26,29,27,22,11,30,31,19,8,4,10,6,9,5,1,5,7,8,5,9,4,6,6,4,8,8,9,7,14,10,8,10,3,7,5,2,4,9,13,4,9,5,7,5,5,13,1,10,9,5,10,3,1,9,7,5,3,3,3,2,4,14,7,5,7,9,7,8,2,6,5,6
seq163|0|training,70,143,125,77,17,16,28,8,35,67,4,37,16,31,67,11,2,28,26,21,4,1,9,2,2,9,0,5,4,4,18,2,0,4,1,3,10,10,12,3,25,25,1,16,2,0,2,0,1,12,15,9,3,4,6,3,6,17,1,7,6,19,34,8,1,5,1,4,0,1,1,0,1,16,2,9,4,8,13,1,0,7,9,5
seq166|0|training,32,99,89,23,3,5,19,5,14,42,28,14,15,42,29,3,0,9,13,1,0,1,1,1,1,4,0,0,1,11,6,1,0,1,4,0,1,3,8,2,8,13,15,6,2,12,13,1,0,7,6,1,2,1,10,2,5,19,9,8,9,11,8,1,0,1,2,0,0,0,0,0,0,5,4,0,3,8,2,0,0,0,1,0
seq168|0|training,68,137,122,88,13,20,22,12,34,43,19,41,14,46,35,27,7,27,46,8,1,1,7,4,5,11,0,4,3,9,3,7,0,2,10,0,6,13,9,5,12,9,6,16,2,5,8,4,5,12,20,4,5,1,6,2,12,15,9,10,4,17,7,7,2,8,14,3,1,5,0,1,5,8,4,10,5,15,17,9,0,5,2,1
seq172|0|training,57,143,128,87,5,20,16,16,33,42,30,38,14,52,39,22,4,29,43,11,0,1,3,1,5,11,3,1,3,7,5,1,0,8,8,0,4,11,9,9,12,6,9,15,4,12,6,8,3,7,21,7,1,4,4,5,10,17,12,13,4,21,7,7,1,7,12,2,0,3,0,1,6,8,6,9,3,12,21,6,0,7,2,2
seq175|0|training,58,149,131,77,8,20,18,12,29,48,33,39,18,54,38,20,3,27,41,6,3,2,3,0,1,10,7,2,3,8,5,2,1,5,6,0,4,6,10,9,13,8,11,16,6,13,6,7,2,14,18,5,1,10,4,3,8,23,10,13,5,18,10,5,0,2,17,1,0,2,1,0,7,7,5,8,4,15,17,5,0,6,0,0
seq177|0|training,51,156,140,68,4,16,20,11,15,63,42,36,24,60,43,13,7,17,35,8,0,0,3,1,1,8,5,2,4,6,9,1,2,2,6,1,3,6,5,1,8,18,18,19,5,24,10,3,4,8,19,4,1,7,10,6,6,27,16,11,13,17,8,5,1,4,7,1,0,2,2,3,0,10,3,4,2,13,16,4,0,3,3,2
